team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
NSH,2016,NSH,2016021096,22,23,0,20170323,Team Level,all,0.4503,0.4556,0.4286,3600.0,17.874,1.775,1.302,4.0,0.6,10.826,8.497,1.737,1.766,1.728,17.0,10.0,14.0,41.0,3.0,1.0,0.0,5.0,1.0,4.0,13.0,14.0,24.0,5.0,10.0,24.0,10.0,4.0,14.0,20.0,6.0,1.0,0.528,0.715,0.532,1.0,2.0,0.0,41.428,27.0,27.406,6.0,0.275,0.089,0.089,1.96,1.948,1.912,25.037,2.167,1.981,5.154,0.757,15.068,10.874,2.121,2.222,2.175,25.0,11.0,13.0,49.0,1.0,3.0,0.0,4.0,3.0,13.0,12.0,24.0,35.0,2.0,4.0,29.0,22.0,4.0,13.0,28.0,5.0,3.0,0.838,0.469,0.86,0.0,1.0,0.0,48.856,36.0,35.811,6.0,0.431,0.442,0.442,2.155,2.198,2.181,0
PHI,2016,PHI,2016021097,4,8,1,20170323,Team Level,all,0.5866,0.4948,0.5139,3600.0,26.415,2.79,1.726,5.744,0.785,14.597,11.357,2.745,2.923,2.873,27.0,10.0,11.0,48.0,3.0,1.0,0.0,6.0,2.0,11.0,14.0,24.0,34.0,2.0,4.0,31.0,10.0,1.0,5.0,29.0,5.0,3.0,0.777,0.659,1.354,1.0,0.0,2.0,50.399,37.0,38.743,4.0,0.363,0.186,0.186,2.967,3.103,3.082,25.955,1.966,1.709,5.892,0.767,13.892,10.774,1.905,1.904,1.846,25.0,10.0,14.0,49.0,1.0,1.0,0.0,6.0,0.0,11.0,16.0,24.0,34.0,1.0,2.0,21.0,8.0,3.0,7.0,26.0,8.0,1.0,0.691,0.938,0.336,0.0,1.0,0.0,46.979,35.0,33.816,4.0,0.358,0.175,0.175,2.148,2.088,2.038,0
DAL,2016,DAL,2016021098,5,21,1,20170323,Team Level,all,0.7015,0.5614,0.6,3900.0,37.988,5.142,2.737,8.504,1.479,18.992,14.147,4.511,5.246,4.602,44.0,7.0,13.0,64.0,2.0,4.0,1.0,9.0,4.0,5.0,27.0,42.0,49.0,5.0,13.0,36.0,19.0,6.0,3.0,34.0,10.0,7.0,0.931,1.186,3.025,1.0,0.0,1.0,64.482,51.0,51.319,3.0,0.656,1.573,1.62,4.178,4.264,4.136,24.549,2.188,1.688,6.155,0.945,13.302,9.723,2.181,2.147,2.139,26.0,8.0,16.0,50.0,2.0,1.0,0.0,10.0,2.0,5.0,14.0,24.0,32.0,4.0,11.0,30.0,9.0,11.0,9.0,26.0,6.0,2.0,0.933,0.684,0.571,1.0,1.0,0.0,49.846,34.0,34.088,8.0,0.378,0.302,0.302,2.264,2.217,2.216,0
EDM,2016,EDM,2016021099,2,9,1,20170323,Team Level,all,0.6195,0.486,0.5256,3600.0,28.728,2.843,2.115,6.486,0.927,16.563,12.067,2.798,2.881,2.835,30.0,11.0,11.0,52.0,7.0,1.0,1.0,7.0,0.0,13.0,13.0,23.0,34.0,3.0,6.0,20.0,19.0,4.0,5.0,34.0,3.0,4.0,0.779,0.343,1.721,2.0,2.0,3.0,51.982,41.0,40.886,4.0,0.457,0.432,0.432,2.868,2.914,2.895,24.352,1.746,1.782,5.976,0.875,16.367,10.255,1.724,1.728,1.707,21.0,16.0,18.0,55.0,4.0,3.0,0.0,7.0,1.0,10.0,12.0,17.0,33.0,2.0,4.0,35.0,15.0,8.0,5.0,30.0,7.0,0.0,1.008,0.737,0.0,1.0,3.0,0.0,55.682,37.0,37.689,2.0,0.376,0.211,0.211,1.91,1.896,1.887,0
WPG,2016,WPG,2016021100,3,29,1,20170323,Team Level,all,0.3886,0.3846,0.3837,3600.0,23.648,2.268,1.633,5.017,0.8,13.738,9.544,2.252,2.331,2.313,21.0,12.0,12.0,45.0,2.0,0.0,0.0,4.0,2.0,13.0,12.0,19.0,31.0,5.0,13.0,25.0,38.0,4.0,5.0,23.0,8.0,2.0,0.728,0.959,0.581,0.0,1.0,1.0,46.032,33.0,33.886,3.0,0.387,0.0,0.0,2.655,2.73,2.708,37.07,3.568,2.811,7.935,1.235,22.227,15.224,3.235,3.505,3.174,36.0,17.0,19.0,72.0,5.0,3.0,0.0,5.0,1.0,28.0,11.0,31.0,48.0,4.0,11.0,33.0,22.0,3.0,12.0,40.0,10.0,3.0,1.427,1.207,0.934,4.0,1.0,0.0,70.942,53.0,51.766,11.0,0.625,0.77,0.77,3.423,3.35,3.058,0
PIT,2016,PIT,2016021101,1,12,0,20170324,Team Level,all,0.5004,0.5241,0.4906,3900.0,36.993,2.99,2.559,9.009,1.259,21.088,15.095,2.915,2.878,2.805,40.0,12.0,24.0,76.0,3.0,4.0,1.0,11.0,3.0,14.0,17.0,37.0,49.0,1.0,2.0,35.0,39.0,4.0,5.0,39.0,11.0,2.0,1.037,1.402,0.551,1.0,1.0,1.0,73.309,52.0,50.399,4.0,0.552,0.716,0.716,2.826,2.71,2.695,38.771,2.985,2.546,9.542,1.248,21.037,16.642,2.93,3.164,3.105,46.0,8.0,15.0,69.0,3.0,3.0,0.0,10.0,2.0,12.0,24.0,43.0,51.0,1.0,2.0,27.0,44.0,10.0,5.0,41.0,10.0,3.0,1.007,1.181,0.797,2.0,0.0,1.0,72.272,54.0,56.353,3.0,0.549,0.537,0.537,2.997,3.169,3.126,0
T.B,2016,T.B,2016021102,7,25,1,20170324,Team Level,all,0.51,0.5189,0.5542,3808.0,33.702,2.313,2.016,7.514,0.996,18.03,15.132,2.283,2.385,2.354,32.0,14.0,9.0,55.0,2.0,2.0,1.0,8.0,0.0,11.0,23.0,30.0,44.0,9.0,24.0,26.0,27.0,3.0,11.0,37.0,7.0,2.0,0.789,0.849,0.675,0.0,1.0,1.0,55.596,46.0,46.345,4.0,0.451,0.675,0.675,2.089,2.139,2.13,26.905,2.222,1.858,5.929,0.84,14.934,11.216,2.169,2.198,2.144,30.0,7.0,14.0,51.0,1.0,1.0,0.0,7.0,0.0,12.0,16.0,29.0,36.0,8.0,22.0,34.0,21.0,4.0,6.0,27.0,9.0,1.0,0.768,1.243,0.211,1.0,0.0,0.0,50.682,37.0,36.953,3.0,0.412,0.08,0.08,2.555,2.527,2.467,0
DAL,2016,DAL,2016021103,5,28,0,20170324,Team Level,all,0.624,0.4833,0.4875,3600.0,28.318,3.842,2.139,6.402,0.986,14.993,10.64,3.699,3.85,3.709,29.0,10.0,19.0,58.0,6.0,4.0,1.0,4.0,1.0,12.0,12.0,23.0,33.0,3.0,6.0,33.0,17.0,4.0,10.0,21.0,13.0,5.0,0.916,1.458,1.468,0.0,5.0,1.0,61.566,39.0,39.975,6.0,0.473,0.857,0.857,3.458,3.478,3.383,28.199,2.315,1.828,7.316,1.01,16.264,12.266,2.269,2.281,2.236,21.0,20.0,21.0,62.0,1.0,4.0,1.0,6.0,1.0,18.0,11.0,20.0,40.0,1.0,2.0,30.0,24.0,1.0,7.0,35.0,4.0,2.0,0.917,0.427,0.971,0.0,0.0,1.0,58.337,41.0,39.72,4.0,0.41,1.03,1.03,1.695,1.657,1.636,0
WPG,2016,WPG,2016021104,3,10,1,20170324,Team Level,all,0.2872,0.3333,0.3529,3600.0,20.725,1.682,1.379,4.828,0.704,12.649,8.757,1.675,1.724,1.717,18.0,12.0,9.0,39.0,1.0,0.0,0.0,2.0,0.0,8.0,19.0,17.0,29.0,3.0,6.0,29.0,26.0,5.0,15.0,26.0,3.0,1.0,0.796,0.422,0.465,0.0,0.0,1.0,39.087,30.0,29.968,10.0,0.292,0.0,0.0,1.975,2.023,2.013,38.43,4.174,2.773,9.238,1.457,21.607,15.751,4.048,4.116,3.993,35.0,20.0,23.0,78.0,3.0,1.0,0.0,11.0,1.0,20.0,19.0,32.0,52.0,3.0,6.0,27.0,24.0,8.0,13.0,40.0,12.0,3.0,1.383,1.43,1.362,2.0,0.0,1.0,77.906,55.0,55.454,10.0,0.591,0.139,0.139,4.626,4.565,4.446,0
PHI,2016,PHI,2016021105,4,20,1,20170325,Team Level,all,0.6483,0.58,0.6111,3600.0,32.721,3.162,2.445,8.294,1.31,17.472,11.318,3.075,3.221,3.131,36.0,8.0,14.0,58.0,0.0,6.0,0.0,3.0,8.0,9.0,18.0,36.0,44.0,5.0,13.0,25.0,15.0,3.0,1.0,33.0,6.0,5.0,0.779,0.677,1.705,0.0,0.0,0.0,58.318,44.0,44.019,1.0,0.531,0.528,0.528,3.165,3.216,3.198,20.391,1.715,1.376,5.029,0.658,11.157,8.065,1.669,1.673,1.629,21.0,7.0,14.0,42.0,1.0,1.0,0.0,5.0,2.0,3.0,16.0,20.0,27.0,6.0,15.0,30.0,10.0,4.0,2.0,21.0,5.0,2.0,0.523,0.645,0.547,0.0,1.0,0.0,41.902,28.0,28.088,0.0,0.288,0.224,0.224,1.779,1.741,1.727,0
MIN,2016,MIN,2016021106,8,26,0,20170325,Team Level,all,0.5213,0.5895,0.5658,3600.0,31.065,2.513,1.962,7.045,0.939,17.587,12.954,2.459,2.317,2.268,27.0,16.0,13.0,56.0,2.0,1.0,0.0,7.0,1.0,19.0,13.0,25.0,41.0,2.0,4.0,36.0,21.0,5.0,4.0,33.0,9.0,1.0,1.04,1.133,0.34,1.0,1.0,0.0,51.298,43.0,40.115,1.0,0.42,0.34,0.34,2.594,2.409,2.384,23.809,2.308,1.5,6.196,0.76,12.715,9.52,2.253,2.493,2.431,21.0,12.0,6.0,39.0,4.0,1.0,1.0,6.0,2.0,14.0,6.0,17.0,29.0,3.0,6.0,21.0,19.0,6.0,1.0,25.0,5.0,3.0,0.428,0.572,1.309,2.0,0.0,2.0,43.305,33.0,36.075,0.0,0.326,0.291,0.291,2.344,2.513,2.497,0
TOR,2016,TOR,2016021107,11,16,1,20170325,Team Level,all,0.4296,0.5081,0.4752,3600.0,33.431,2.522,2.311,7.727,1.065,20.153,14.223,2.439,2.532,2.447,34.0,14.0,15.0,63.0,2.0,1.0,1.0,6.0,2.0,18.0,19.0,32.0,46.0,3.0,6.0,33.0,7.0,7.0,2.0,39.0,7.0,2.0,1.074,0.879,0.569,0.0,0.0,2.0,59.956,48.0,46.755,1.0,0.484,0.318,0.318,2.688,2.68,2.617,38.001,3.349,2.596,8.332,1.109,21.898,15.715,3.3,3.361,3.312,38.0,15.0,8.0,61.0,5.0,1.0,1.0,7.0,2.0,14.0,24.0,33.0,48.0,4.0,8.0,33.0,20.0,9.0,9.0,38.0,14.0,1.0,1.13,1.823,0.396,3.0,1.0,1.0,63.938,53.0,54.454,7.0,0.552,0.396,0.396,3.505,3.52,3.465,0
MTL,2016,MTL,2016021108,13,18,0,20170325,Team Level,all,0.5111,0.4435,0.4625,3600.0,25.655,1.891,1.767,5.6,0.839,15.41,11.493,1.869,1.9,1.877,24.0,13.0,14.0,51.0,3.0,1.0,0.0,5.0,0.0,15.0,13.0,21.0,34.0,8.0,19.0,32.0,31.0,8.0,25.0,29.0,7.0,1.0,0.94,0.743,0.207,2.0,0.0,1.0,52.98,37.0,37.872,23.0,0.389,0.127,0.127,2.153,2.163,2.152,30.655,1.809,1.774,7.637,0.956,15.157,15.666,1.758,1.811,1.76,32.0,11.0,21.0,64.0,1.0,2.0,0.0,9.0,1.0,10.0,20.0,31.0,42.0,8.0,19.0,23.0,35.0,7.0,11.0,37.0,6.0,0.0,1.029,0.78,0.0,1.0,0.0,0.0,62.341,43.0,42.365,11.0,0.391,0.249,0.249,1.951,1.961,1.918,0
FLA,2016,FLA,2016021109,15,21,0,20170325,Team Level,all,0.6025,0.5106,0.5,3600.0,26.449,2.977,1.673,5.666,0.89,14.53,10.264,2.803,2.977,2.803,31.0,5.0,12.0,48.0,7.0,1.0,1.0,5.0,1.0,4.0,18.0,24.0,29.0,7.0,20.0,25.0,15.0,9.0,13.0,24.0,8.0,4.0,0.829,0.953,1.195,2.0,4.0,1.0,49.724,36.0,36.506,4.0,0.389,0.385,0.593,2.773,2.768,2.649,25.129,1.964,1.698,5.468,0.835,14.511,11.524,1.943,1.977,1.955,25.0,11.0,10.0,46.0,0.0,2.0,0.0,8.0,3.0,13.0,10.0,25.0,36.0,9.0,24.0,32.0,15.0,3.0,12.0,26.0,10.0,0.0,0.676,1.289,0.0,0.0,0.0,0.0,44.543,36.0,35.37,8.0,0.358,0.067,0.067,2.255,2.269,2.248,0
N.J,2016,N.J,2016021110,6,27,0,20170325,Team Level,all,0.5498,0.5368,0.5714,3600.0,31.41,2.435,2.183,6.885,0.978,18.338,13.181,2.39,2.303,2.26,27.0,17.0,7.0,51.0,1.0,1.0,0.0,8.0,2.0,15.0,17.0,26.0,43.0,2.0,4.0,30.0,22.0,5.0,2.0,31.0,13.0,0.0,0.824,1.611,0.0,0.0,1.0,0.0,48.517,44.0,41.861,1.0,0.461,0.068,0.068,2.828,2.675,2.63,24.591,1.994,1.761,5.406,0.75,13.018,10.072,1.976,2.129,2.109,28.0,5.0,11.0,44.0,3.0,2.0,1.0,4.0,1.0,9.0,14.0,25.0,30.0,3.0,6.0,21.0,20.0,7.0,4.0,25.0,7.0,1.0,0.758,0.956,0.279,1.0,1.0,1.0,46.009,33.0,34.629,3.0,0.371,0.097,0.097,2.268,2.415,2.407,0
NYI,2016,NYI,2016021111,12,24,0,20170325,Team Level,all,0.5498,0.4828,0.5088,3600.0,20.646,1.721,1.537,4.842,0.643,12.509,7.748,1.705,1.678,1.662,19.0,10.0,13.0,42.0,1.0,0.0,0.0,6.0,1.0,10.0,11.0,18.0,28.0,3.0,6.0,22.0,29.0,1.0,6.0,21.0,8.0,0.0,0.85,0.871,0.0,0.0,1.0,0.0,41.041,29.0,28.39,2.0,0.344,0.0,0.0,2.065,2.014,1.994,19.186,1.409,1.321,4.819,0.649,11.643,8.16,1.392,1.496,1.477,18.0,10.0,17.0,45.0,2.0,1.0,0.0,6.0,0.0,6.0,13.0,16.0,26.0,5.0,10.0,23.0,26.0,4.0,10.0,21.0,6.0,1.0,0.523,0.64,0.246,0.0,1.0,1.0,46.777,28.0,29.082,8.0,0.273,0.101,0.101,1.581,1.677,1.662,0
ARI,2016,ARI,2016021112,17,19,1,20170325,Team Level,all,0.4869,0.4,0.4066,3600.0,27.39,3.865,1.715,5.882,0.763,13.953,10.821,3.197,3.878,3.207,29.0,8.0,9.0,46.0,1.0,4.0,1.0,5.0,0.0,12.0,15.0,28.0,36.0,5.0,10.0,31.0,12.0,9.0,14.0,27.0,4.0,6.0,0.593,0.543,2.729,0.0,0.0,1.0,45.339,37.0,36.276,10.0,0.402,0.78,0.78,3.488,3.489,2.833,38.797,4.073,2.786,8.083,1.164,22.094,15.8,3.891,4.063,3.881,33.0,21.0,15.0,69.0,4.0,1.0,0.0,10.0,1.0,22.0,16.0,29.0,50.0,5.0,10.0,24.0,12.0,8.0,12.0,37.0,15.0,2.0,1.27,1.744,1.059,2.0,1.0,1.0,69.888,54.0,55.179,7.0,0.629,0.293,0.293,4.409,4.397,4.207,0
STL,2016,STL,2016021113,14,23,0,20170325,Team Level,all,0.565,0.5045,0.5062,3897.0,29.568,3.009,1.922,6.602,0.932,15.911,12.625,2.908,2.92,2.821,31.0,10.0,15.0,56.0,2.0,4.0,1.0,11.0,0.0,8.0,16.0,29.0,39.0,4.0,8.0,32.0,18.0,4.0,3.0,30.0,7.0,4.0,0.813,0.82,1.377,0.0,0.0,2.0,54.565,41.0,40.029,2.0,0.41,1.252,1.252,2.167,2.087,2.079,30.126,2.317,1.737,7.414,0.878,14.878,12.776,2.252,2.391,2.324,31.0,9.0,15.0,55.0,3.0,2.0,0.0,8.0,1.0,13.0,13.0,28.0,37.0,2.0,4.0,28.0,31.0,5.0,2.0,30.0,8.0,2.0,0.656,1.023,0.639,1.0,1.0,1.0,56.464,40.0,41.001,2.0,0.418,0.464,0.464,2.271,2.321,2.273,0
NSH,2016,NSH,2016021114,22,28,0,20170325,Team Level,all,0.4119,0.5385,0.561,3600.0,33.17,2.688,2.45,7.028,1.08,18.703,14.051,2.625,2.717,2.653,34.0,12.0,17.0,63.0,7.0,3.0,2.0,7.0,0.0,14.0,15.0,27.0,39.0,6.0,17.0,42.0,13.0,7.0,13.0,37.0,7.0,2.0,1.369,0.782,0.536,2.0,3.0,2.0,66.074,46.0,47.506,7.0,0.518,0.342,0.342,2.864,2.887,2.835,25.02,3.838,1.513,5.475,0.84,13.173,11.162,3.712,3.834,3.708,28.0,8.0,18.0,54.0,2.0,1.0,0.0,15.0,1.0,6.0,11.0,26.0,34.0,6.0,23.0,30.0,16.0,4.0,9.0,25.0,4.0,7.0,0.606,0.644,2.587,0.0,1.0,1.0,51.797,36.0,35.034,4.0,0.386,0.06,0.06,4.164,4.16,4.04,0
EDM,2016,EDM,2016021115,2,9,0,20170325,Team Level,all,0.5498,0.4528,0.5224,3600.0,25.122,2.978,1.913,5.2,0.803,13.797,10.309,2.81,2.965,2.796,29.0,6.0,13.0,48.0,4.0,2.0,1.0,5.0,2.0,15.0,7.0,25.0,31.0,4.0,8.0,27.0,31.0,6.0,13.0,17.0,17.0,1.0,0.496,2.21,0.273,2.0,1.0,1.0,48.782,35.0,35.613,7.0,0.423,0.332,0.469,2.933,2.918,2.764,23.862,2.439,1.671,5.213,0.739,11.735,10.203,2.394,2.461,2.415,25.0,7.0,26.0,58.0,1.0,1.0,0.0,2.0,0.0,18.0,10.0,24.0,31.0,5.0,10.0,31.0,18.0,7.0,8.0,20.0,11.0,1.0,0.684,1.465,0.29,0.0,1.0,0.0,56.426,32.0,31.287,7.0,0.363,0.087,0.087,2.715,2.736,2.691,0
NYR,2016,NYR,2016021116,0,29,1,20170325,Team Level,all,0.5048,0.3694,0.3735,3600.0,22.485,3.385,1.207,5.128,0.68,11.387,9.213,3.378,3.493,3.486,20.0,11.0,10.0,41.0,3.0,1.0,1.0,7.0,1.0,7.0,12.0,17.0,28.0,4.0,8.0,22.0,20.0,1.0,14.0,21.0,5.0,5.0,0.423,0.69,2.271,0.0,0.0,3.0,42.918,31.0,32.172,12.0,0.267,0.292,0.292,3.36,3.453,3.449,36.446,3.32,2.508,9.183,1.301,21.523,14.165,3.206,3.166,3.058,30.0,22.0,18.0,70.0,0.0,3.0,0.0,5.0,2.0,20.0,22.0,30.0,52.0,3.0,8.0,33.0,27.0,3.0,20.0,38.0,12.0,2.0,1.384,1.383,0.553,0.0,0.0,0.0,66.869,52.0,49.568,11.0,0.536,0.487,0.487,3.368,3.223,3.122,0
PIT,2016,PIT,2016021117,1,4,0,20170326,Team Level,all,0.4277,0.4766,0.4342,3600.0,24.087,2.371,1.812,5.533,0.739,12.704,9.841,2.151,2.307,2.087,27.0,6.0,18.0,51.0,2.0,3.0,1.0,5.0,0.0,11.0,12.0,25.0,31.0,2.0,7.0,25.0,27.0,6.0,9.0,25.0,4.0,4.0,0.721,0.583,1.067,1.0,0.0,1.0,48.455,33.0,31.46,2.0,0.412,0.79,0.79,1.993,1.916,1.871,32.264,3.173,2.073,6.995,0.949,16.136,13.673,3.058,3.326,3.2,33.0,10.0,13.0,56.0,6.0,2.0,1.0,7.0,1.0,13.0,14.0,27.0,37.0,3.0,9.0,35.0,38.0,1.0,1.0,32.0,8.0,3.0,0.734,1.083,1.355,2.0,1.0,3.0,59.598,43.0,45.292,0.0,0.432,0.336,0.336,3.269,3.412,3.337,0
DAL,2016,DAL,2016021118,5,6,1,20170326,Team Level,all,0.6389,0.6374,0.6143,3620.0,31.257,3.128,1.874,7.111,0.982,17.106,12.799,3.106,3.164,3.141,32.0,11.0,15.0,58.0,2.0,1.0,0.0,9.0,3.0,12.0,16.0,30.0,41.0,1.0,5.0,29.0,19.0,6.0,6.0,33.0,7.0,3.0,0.832,0.786,1.51,0.0,0.0,2.0,58.136,43.0,42.912,2.0,0.411,0.244,0.244,3.296,3.337,3.321,19.559,1.768,1.125,5.183,0.705,10.4,7.819,1.714,1.762,1.708,21.0,6.0,6.0,33.0,1.0,2.0,0.0,7.0,3.0,5.0,9.0,20.0,26.0,5.0,13.0,28.0,17.0,9.0,8.0,20.0,4.0,3.0,0.54,0.424,0.805,0.0,0.0,1.0,33.582,27.0,27.693,7.0,0.23,0.328,0.336,1.662,1.655,1.616,0
MIN,2016,MIN,2016021119,8,25,1,20170326,Team Level,all,0.4773,0.6,0.5625,3712.0,26.033,1.167,1.644,6.544,0.796,14.808,11.042,1.164,1.23,1.228,26.0,10.0,15.0,51.0,2.0,0.0,0.0,9.0,0.0,10.0,15.0,24.0,34.0,2.0,4.0,31.0,26.0,4.0,9.0,32.0,4.0,0.0,0.652,0.514,0.0,2.0,0.0,0.0,53.164,36.0,37.343,2.0,0.351,0.0,0.0,1.518,1.596,1.592,19.514,1.278,1.335,4.499,0.625,11.724,8.538,1.273,1.232,1.227,19.0,9.0,6.0,34.0,3.0,0.0,0.0,5.0,1.0,10.0,9.0,16.0,25.0,2.0,4.0,24.0,23.0,0.0,13.0,23.0,5.0,0.0,0.718,0.56,0.0,2.0,1.0,0.0,32.83,28.0,27.092,8.0,0.286,0.0,0.0,1.564,1.507,1.502,0
WPG,2016,WPG,2016021120,3,26,0,20170326,Team Level,all,0.6087,0.5,0.4937,3600.0,28.701,3.305,2.057,6.341,0.891,15.486,10.92,3.092,3.124,2.924,32.0,7.0,12.0,51.0,2.0,2.0,0.0,9.0,1.0,15.0,10.0,30.0,37.0,1.0,2.0,34.0,27.0,11.0,17.0,25.0,10.0,4.0,0.978,1.103,1.224,1.0,1.0,0.0,48.49,39.0,37.141,16.0,0.44,0.665,0.665,3.081,2.92,2.817,28.907,2.125,2.07,6.722,0.886,17.02,11.177,2.031,2.2,2.105,29.0,11.0,11.0,51.0,1.0,1.0,0.0,8.0,1.0,9.0,20.0,28.0,39.0,2.0,4.0,28.0,11.0,3.0,9.0,32.0,6.0,2.0,0.861,0.688,0.577,1.0,0.0,0.0,52.979,40.0,41.439,9.0,0.485,0.014,0.014,2.596,2.69,2.578,0
NYR,2016,NYR,2016021121,0,10,1,20170326,Team Level,all,0.3175,0.5254,0.5169,3600.0,31.782,1.697,1.953,7.53,1.022,19.25,14.549,1.691,1.764,1.758,28.0,18.0,16.0,62.0,3.0,0.0,0.0,4.0,1.0,18.0,20.0,25.0,43.0,4.0,11.0,31.0,19.0,5.0,15.0,41.0,5.0,0.0,0.99,0.707,0.0,2.0,1.0,0.0,62.311,46.0,46.66,6.0,0.412,0.0,0.0,2.108,2.188,2.179,31.187,3.648,2.17,7.303,1.066,16.064,12.748,3.601,3.553,3.507,34.0,9.0,13.0,56.0,6.0,5.0,2.0,9.0,0.0,10.0,13.0,28.0,37.0,3.0,9.0,35.0,25.0,10.0,14.0,32.0,8.0,3.0,0.943,1.138,1.567,0.0,4.0,2.0,54.753,43.0,41.973,8.0,0.469,0.948,0.948,3.169,3.092,3.077,0
FLA,2016,FLA,2016021122,15,16,1,20170327,Team Level,all,0.5032,0.5204,0.5316,3600.0,30.289,2.588,2.214,7.251,1.084,17.198,11.665,2.546,2.576,2.535,32.0,10.0,9.0,51.0,2.0,3.0,0.0,4.0,2.0,13.0,18.0,30.0,40.0,4.0,11.0,33.0,9.0,3.0,4.0,33.0,5.0,4.0,0.829,0.588,1.171,0.0,0.0,2.0,48.861,42.0,40.617,2.0,0.501,0.471,0.471,2.618,2.604,2.585,27.53,2.555,1.985,6.054,0.85,15.167,10.388,2.481,2.589,2.513,32.0,5.0,10.0,47.0,4.0,4.0,2.0,5.0,1.0,9.0,14.0,28.0,33.0,4.0,11.0,23.0,22.0,4.0,14.0,25.0,10.0,2.0,0.846,1.155,0.555,1.0,2.0,1.0,49.992,37.0,38.388,9.0,0.426,0.86,0.86,2.121,2.15,2.125,0
NYI,2016,NYI,2016021123,12,22,0,20170327,Team Level,all,0.3752,0.4854,0.4568,3600.0,26.066,1.992,1.837,6.39,0.83,15.825,10.126,1.936,1.87,1.815,25.0,12.0,13.0,50.0,1.0,1.0,1.0,9.0,2.0,10.0,14.0,24.0,36.0,4.0,8.0,23.0,28.0,2.0,18.0,28.0,8.0,1.0,0.672,1.116,0.204,0.0,1.0,0.0,46.722,37.0,34.697,11.0,0.396,0.085,0.085,2.303,2.165,2.113,30.94,3.317,2.418,6.3,1.042,18.151,12.772,3.277,3.537,3.493,31.0,13.0,9.0,53.0,3.0,1.0,0.0,7.0,2.0,16.0,15.0,28.0,41.0,3.0,6.0,35.0,16.0,17.0,10.0,34.0,7.0,3.0,1.25,0.763,1.304,1.0,0.0,2.0,56.825,44.0,47.142,5.0,0.501,0.028,0.028,3.789,4.042,3.987,0
